Empresa;Origem do Grão;Região de Origem do Grão;REF;Data de Revisão;Percentual de Cacau;Localização da Empresa;Avaliação;Tipo de Grão
La Maison du Chocolat (Valrhona);Loma Sotavento;Dominican Republic;891;2012;66%;France;3.5;
La Maison du Chocolat (Valrhona);Grenada;Grenada;741;2011;68%;France;3.5;Trinitario
La Maison du Chocolat (Valrhona);Akosombo;Ghana;346;2009;68%;France;3.25;Forastero
La Maison du Chocolat (Valrhona);Porcelana, Pariguan;Venezuela;346;2009;69%;France;3.5;Criollo (Porcelana)
La Maison du Chocolat (Valrhona);Kuruba;;439;2009;60%;France;3;
La Maison du Chocolat (Valrhona);Orinoco;;445;2009;60%;France;3.75;
La Maison du Chocolat (Valrhona);Cuana, 2008;Ven., Indonesia, Ecuad.;230;2008;74%;France;3.5;Blend
La Oroquidea;Peruvian Amazon;Peru;721;2011;72%;Peru;2.5;
La Pepa de Oro;Vinces;Ecuador;713;2011;60%;Ecuador;3.25;
Laia aka Chat-Noir;Madagascar, Batch 59/100;Madagascar;1590;2015;75%;France;2.75;Trinitario
Laia aka Chat-Noir;Vietnam, Batch 50/100;Vietnam;1590;2015;75%;France;2.75;Trinitario
Laia aka Chat-Noir;Cuba, Batch 59/100;Cuba;1590;2015;75%;France;3;
Laia aka Chat-Noir;Peru, Batch 51/100;Peru;1590;2015;75%;France;3.25;
Laia aka Chat-Noir;Ivory Coast, Batch 56/100;Ivory Coast;1594;2015;75%;France;3;
Laia aka Chat-Noir;Sao Tome, Batch 151;Sao Tome;1638;2015;75%;France;3.5;Forastero
Laia aka Chat-Noir;Bahia, Batch 148;Brazil;1642;2015;75%;France;3.25;
Laia aka Chat-Noir;Lam Dong, Batch 153;Vietnam;1642;2015;75%;France;3.75;Trinitario
Laia aka Chat-Noir;Cuba;Cuba;1434;2014;70%;France;2.75;
Laia aka Chat-Noir;Trinidad-Tobago;Trinidad-Tobago;1438;2014;68%;France;2.75;
Lajedo do Ouro;Catongo;Brazil;927;2012;70%;Brazil;3.5;Forastero (Catongo)
Lake Champlain (Callebaut);Tanzania;Tanzania;327;2009;75%;U.S.A.;2.5;
L'Amourette;Rugoso;Nicaragua;1784;2016;80%;U.S.A.;3.5;Trinitario
L'Amourette;Carenero Superior;Venezuela;833;2012;75%;U.S.A.;3;Trinitario
L'Amourette;Rio Caribe;Venezuela;833;2012;75%;U.S.A.;3;Trinitario
L'Amourette;Blend;Peru, Ecuador, Venezuela;853;2012;72%;U.S.A.;3;Criollo
Letterpress;La Masica, Batch 7, FHIA;Honduras;1952;2017;70%;U.S.A.;3.5;
Letterpress;Maya Mtn, Batch 18, Heirloom;Belize;1952;2017;70%;U.S.A.;3.25;
Letterpress;Liberia;Liberia;1728;2016;70%;U.S.A.;3.25;
Letterpress;Beniamo;Bolivia;1562;2015;70%;U.S.A.;3.25;
Letterpress;San Juan Estate, Gran Couva;Trinidad;1562;2015;70%;U.S.A.;3.5;Trinitario
Letterpress;San Andres;Costa Rica;1566;2015;70%;U.S.A.;3;
Letterpress;La Red, Guaconejo;Domincan Republic;1566;2015;70%;U.S.A.;3.25;
Letterpress;Kokoa Kamili;Tanzania;1566;2015;70%;U.S.A.;3.5;
Letterpress;Maranura;Peru;1371;2014;70%;U.S.A.;3.5;Forastero (Nacional)
Levy;Sambirano;Madagascar;1231;2014;71%;Finland;3.5;Criollo
Lilla;Madagascar;Madagascar;1856;2016;70%;Finland;3;Trinitario
Lillie Belle;Perfect Illusion;Peru;855;2012;65%;U.S.A.;3.5;Criollo
Lillie Belle;Bolivia, Wild Thing;Bolivia;903;2012;68%;U.S.A.;3.5;Criollo
Lillie Belle;La Selva;Peru;903;2012;68%;U.S.A.;3.75;
Lillie Belle;Purple Haze;Venezuela, Dom. Rep.;947;2012;75%;U.S.A.;2.75;
Lillie Belle;The Other One, Grand Cru;Dominican Republic;947;2012;74%;U.S.A.;3;
Lillie Belle;Wild Thing;Bolivia;947;2012;68%;U.S.A.;3.5;Criollo
Lindt & Sprungli;Excellence (US Version);;157;2007;85%;Switzerland;3;
Loiza;Puerto Rico;Puerto Rico;1049;2013;65%;Puerto Rico;2.5;
Lonohana;Haleiwa E, O'ahu, 2014;Hawaii;1395;2014;65%;U.S.A.;3.25;
Lonohana;Haleiwa E, O'ahu, 2014;Hawaii;1395;2014;75%;U.S.A.;3.75;
Lonohana;Opaeula Estate, O'ahu, Nene, CG Exclusive;Hawaii;1093;2013;71%;U.S.A.;3;
Lonohana;Opaeula Estate, O'ahu, Ele'ele;Hawaii;1097;2013;72%;U.S.A.;3;
Lonohana;Hawaiian Crown, Kona Vanilla;Hawaii;1097;2013;70%;U.S.A.;3.5;
Love Bar;Nicaragua;Nicaragua;1502;2015;75%;U.S.A.;2;
Luker;Selva;Colombia, Ecuador;552;2010;46%;Colombia;2.75;
Luker;Macondo;Colombia, Ecuador;552;2010;60%;Colombia;3;
Luker;Misterio;Colombia, Ecuador;552;2010;58%;Colombia;3;
Luker;Santander;Colombia;552;2010;65%;Colombia;3.5;
Machu Picchu Trading Co.;Peru;Peru;721;2011;70%;Peru;1.5;
Machu Picchu Trading Co.;Peru;Peru;552;2010;55%;Peru;2.25;
Madecasse (Cinagra);Madagascar;Madagascar;284;2008;67%;Madagascar;3.5;Trinitario
Madecasse (Cinagra);Madagascar;Madagascar;284;2008;70%;Madagascar;3.75;Trinitario
Madecasse (Cinagra);Madagascar;Madagascar;284;2008;63%;Madagascar;4;Trinitario
Madecasse (Cinagra);Madagascar;Madagascar;288;2008;75%;Madagascar;3.5;Trinitario
Madre;Guadalcanal;Solomon Islands;1940;2017;73%;U.S.A.;3.5;
Madre;Puerto Rico;Puerto Rico;1085;2013;70%;U.S.A.;2.75;
Madre;Brazil;Brazil;1085;2013;70%;U.S.A.;3.5;
Madre;Choobua, Kona;Hawaii;1089;2013;70%;U.S.A.;2.75;
Madre;Xocunusco, Chiapas, Pichucalco;Mexico;1089;2013;70%;U.S.A.;2.75;
Madre;Hamakua Coast, Kokoleka;Hawaii;991;2012;70%;U.S.A.;3.25;
Madre;Criollo, Hawaii;Hawaii;995;2012;70%;U.S.A.;3.25;Criollo
Madre;Kaua'i;Hawaii;995;2012;70%;U.S.A.;3.5;
Madre;Dominican;Dominican Republic;672;2011;70%;U.S.A.;2.5;
Madre;Upala;Costa Rica;693;2011;70%;U.S.A.;2.75;
Madre;Chiapas, Triple Cacao;Mexico;607;2010;72%;U.S.A.;2.75;
Maglio;Africa;Tanzania;300;2008;75%;Italy;2;
Maglio;Ecuador;Ecuador;308;2008;70%;Italy;3;Forastero (Nacional)
Maglio;Cuba;Cuba;308;2008;70%;Italy;3.25;Criollo
Maglio;Santo Domingo;Dominican Republic;308;2008;70%;Italy;3.75;Blend-Forastero,Criollo
Majani;Ecuador;Ecuador;531;2010;70%;Italy;2;
Malagasy (Chocolaterie Robert);Sambirano 2006;Madagascar;184;2007;75%;Madagascar;2.75;Trinitario
Malagasy (Chocolaterie Robert);Mora Mora 2006;Madagascar;184;2007;73%;Madagascar;3.5;Trinitario
Malagos;Davao, Mt. Talamo foothills;Philippines;1121;2013;65%;Philippines;3.5;Trinitario
Malie Kai (Guittard);O'ahu, N. Shore, Waialua Estate w/ nibs;Hawaii;502;2010;55%;U.S.A.;3.5;
Malie Kai (Guittard);O'ahu, N. Shore, Waialua Estate;Hawaii;311;2009;55%;U.S.A.;2.75;Blend
Malmo;Chuao;Venezuela;1856;2016;70%;Sweden;3;
Mana;Ecuador;Ecuador;1446;2015;74%;U.S.A.;2.5;
Mana;Peru;Peru;1219;2014;74%;U.S.A.;2.5;
Mana;Venezuela;Venezuela;1219;2014;74%;U.S.A.;2.75;
Mana;Conacado;Dominican Republic;821;2012;74%;U.S.A.;3.75;
Manifesto Cacao;Colombia;Colombia;1331;2014;70%;Colombia;2.75;
Manoa;Markham Valley;Papua New Guinea;1522;2015;72%;U.S.A.;3.5;
Manoa;Coto Brus;Costa Rica;1522;2015;72%;U.S.A.;3.75;
Manoa;Waiahole, O'ahu;Hawaii;1089;2013;72%;U.S.A.;3.75;
Manoa;Liberia, #174;Liberia;1003;2012;72%;U.S.A.;3.25;
Manoa;Hamakua, Hawaiian Crown, #176;Hawaii;1007;2012;72%;U.S.A.;2.75;
Manoa;Piura;Peru;1007;2012;72%;U.S.A.;3;
Manoa;Oahu, Winward, #151, Maunawili district;Hawaii;1007;2012;72%;U.S.A.;3.25;
Manufaktura Czekolady;Johe;Nicaragua;1844;2016;70%;Poland;3.75;
Manufaktura Czekolady;Peru;Peru;1848;2016;70%;Poland;3.5;
Manufaktura Czekolady;Porcelana;Venezuela;1255;2014;70%;Poland;3.75;Criollo
Manufaktura Czekolady;Kolumbia;Colombia;1279;2014;85%;Poland;3.5;
Manufaktura Czekolady;Grand Cru Dominican Republic;Dominican Republic;871;2012;70%;Poland;3.25;
Manufaktura Czekolady;Grand Cru Ghana;Ghana;871;2012;70%;Poland;3.5;Forastero
Manufaktura Czekolady;Grand Cru Ecuador;Ecuador;875;2012;70%;Poland;3.25;
Map Chocolate;Ben Tre, Surprise Valley;Vietnam;1896;2016;75%;U.S.A.;3.25;Trinitario
Map Chocolate;ROIG, 2014;Dominican Republic;1474;2015;70%;U.S.A.;3.5;Criollo, Trinitario
Map Chocolate;Maranon, 2014;Peru;1474;2015;62%;U.S.A.;3.5;Forastero (Nacional)
Map Chocolate;Ecuador;Ecuador;1478;2015;70%;U.S.A.;3.5;Trinitario
Map Chocolate;San Juan Estate, Cherry Blossoms at Night;Trinidad;1606;2015;70%;U.S.A.;2.75;Trinitario
Map Chocolate;A case of the Xerces Blues, triple roast;Nicaragua;1606;2015;70%;U.S.A.;3.5;
Map Chocolate;Tumbes, Dear Mr. Finley, 2014;Peru;1606;2015;68%;U.S.A.;3.5;Criollo
Map Chocolate;Colombia;Colombia;1610;2015;75%;U.S.A.;2.75;
Map Chocolate;Kakoa Kamili, Both Man & Bird & Beast;Tanzania;1610;2015;72%;U.S.A.;3;
Map Chocolate;Le Chocolat Chaud;Honduras;1634;2015;78%;U.S.A.;3.5;
Marana;Piura;Peru;1872;2016;70%;Peru;3;
Marana;Cusco;Peru;1884;2016;70%;Peru;2.75;
Marana;San Martin;Peru;1884;2016;70%;Peru;3;
Marigold's Finest;Cacao Nib Crunch;;1808;2016;75%;Canada;3.25;
Marou;Tan Phu Dong Island, Heart of Darkness;Vietnam;1650;2015;85%;Vietnam;3.25;Trinitario
Marou;Ben Tre;Vietnam;1650;2015;68%;Vietnam;3.5;Trinitario
Marou;Dak Lak, Batch 2451;Vietnam;1650;2015;70%;Vietnam;3.75;Trinitario
Marou;Tan Phu Dong, Treasure Island;Vietnam;1149;2013;75%;Vietnam;3.5;Trinitario
Marou;Ba Ria;Vietnam;845;2012;76%;Vietnam;3.5;Trinitario
Marou;Dong Nai;Vietnam;845;2012;72%;Vietnam;3.5;Trinitario
Marou;Tien Giang, Gao Co-op;Vietnam;845;2012;70%;Vietnam;3.5;Trinitario
Marou;Ben Tre;Vietnam;849;2012;78%;Vietnam;3.5;Trinitario
Marou;Tien Giang;Vietnam;895;2012;80%;Vietnam;3;Trinitario
Marou;Lam Dong;Vietnam;955;2012;74%;Vietnam;3.5;Trinitario
Mars;Matina 1-6, prototype;Costa Rica;537;2010;65%;U.S.A.;3;
Mars;Ivory Coast;Ivory Coast;544;2010;65%;U.S.A.;3;
Mars;Nigeria;Nigeria;544;2010;65%;U.S.A.;3.25;
Mars;Ghana, prototype;Ghana;544;2010;65%;U.S.A.;3.5;Forastero
Marsatta;Dominican Republic;Dominican Republic;1189;2013;74%;U.S.A.;2.25;
Marsatta;Dominican Republic;Dominican Republic;1189;2013;89%;U.S.A.;2.5;
Martin Mayer;Alto Beni;Bolivia;1836;2016;76%;Austria;2.75;
Martin Mayer;Pisa;Haiti;1836;2016;82%;Austria;3;
Martin Mayer;Tumaco;Colombia;1836;2016;74%;Austria;3.25;
Mast Brothers;Guatemala;Guatemala;1450;2015;76%;U.S.A.;3;
Mast Brothers;Tanzania;Tanzania;1450;2015;74%;U.S.A.;3.25;
Mast Brothers;French Laundry 20th Anniversary;Peru, Belize;1359;2014;75%;U.S.A.;3.75;Blend
Mast Brothers;Shake Shack;Peru, Mad., Dom. Rep.;959;2012;73%;U.S.A.;3.5;Blend
Mast Brothers;Madagascar;;999;2012;72%;U.S.A.;2.5;Trinitario
Mast Brothers;Chuao;Venezuela;999;2012;73%;U.S.A.;2.75;Trinitario
Mast Brothers;Brooklyn Blend;;672;2011;72%;U.S.A.;3.5;
Mast Brothers;Chuao, Med. Roast;Venezuela;701;2011;76%;U.S.A.;3;Trinitario
Mast Brothers;Chuao, Dark Roast;Venezuela;709;2011;70%;U.S.A.;3;Trinitario
Mast Brothers;Chuao, Light Roast;Venezuela;713;2011;81%;U.S.A.;2.75;Trinitario
Mast Brothers;Moho River;Belize;773;2011;70%;U.S.A.;3.5;Trinitario
Mast Brothers;Papua New Guinea;Papua New Guinea;777;2011;71%;U.S.A.;2.75;
Mast Brothers;San Martin;Peru;777;2011;75%;U.S.A.;3;
Mast Brothers;Conacado;Dominican Republic;777;2011;73%;U.S.A.;3.25;
Mast Brothers;La Red de Guanconejo, N. Highlands coop;Dominican Republic;777;2011;74%;U.S.A.;3.75;
Mast Brothers;Patanemo;Venezuela;572;2010;81%;U.S.A.;2.75;Criollo
Mast Brothers;Ocumare de la Costa;Venezuela;572;2010;75%;U.S.A.;3;
Mast Brothers;Dominican Republic, Coop;Dominican Republic;572;2010;70%;U.S.A.;3.25;
Matale;Malekula P., 2013;Vanuatu;1177;2013;72%;Australia;3.5;Trinitario
Matale;Somia, 2013;Madagascar;1177;2013;68%;Australia;4;Trinitario
Matale;Kulili P., 2013;Papua New Guinea;1177;2013;74%;Australia;4;Trinitario
Matale;Blend;PNG, Vanuatu, Mad;1181;2013;70%;Australia;3.75;Trinitario
Maverick;Maya Mountain;Belize;1367;2014;70%;U.S.A.;3.25;Trinitario
Maverick;Elvesia;Dominican Republic;1367;2014;70%;U.S.A.;3.25;
Maverick;Tumbes;Peru;1430;2014;82%;U.S.A.;3.25;Criollo
Maverick;Morropon, Norandiono Coop, Piura;Peru;1430;2014;63%;U.S.A.;3.5;Criollo
Mayacama;Hispaniola;Domincan Republic;1728;2016;72%;U.S.A.;3;
Meadowlands;Bolivia;Bolivia;1287;2014;70%;U.S.A.;2.5;
Meadowlands;Venezuela;Venezuela;1287;2014;70%;U.S.A.;2.75;
Meadowlands;Belize;Belize;1287;2014;70%;U.S.A.;3;Trinitario
Meadowlands;Nicaragua, w/ inbs;Nicaragua;1291;2014;70%;U.S.A.;3;
Meadowlands;Dominican Republic;Dominican Republic;1291;2014;70%;U.S.A.;3.5;
Menakao (aka Cinagra);Madagascar;Madagascar;837;2012;80%;Madagascar;2.5;Trinitario
Menakao (aka Cinagra);Madagascar;Madagascar;841;2012;72%;Madagascar;2.5;Trinitario
Mesocacao;El Salvador;El Salvador;1494;2015;80%;Honduras;2.75;
Mesocacao;El Salvador;El Salvador;1494;2015;70%;Honduras;3;
Mesocacao;Honduras;Honduras;1347;2014;80%;Honduras;3.25;
Mesocacao;Honduras;Honduras;1347;2014;70%;Honduras;3.5;
Mesocacao;La Tronca, Matagalpa;Nicaragua;1351;2014;70%;Honduras;3.25;
Mesocacao;La Tronca, Matagalpa;Nicaragua;1351;2014;80%;Honduras;3.5;
Metiisto;Fazenda Sempre Firme P., Bahia;Brazil;1267;2014;70%;Sweden;3;
Metiisto;Akesson Estate;Madagascar;1267;2014;72%;Sweden;3.5;Trinitario
Metropolitan;South America;South America;1688;2015;70%;Amsterdam;3.5;Trinitario
Michel Cluizel;Chiapas, Mokaya P.;Mexico;963;2012;66%;France;3.75;
Michel Cluizel;Carenero Superior, Concepcion;Venezuela;117;2007;66%;France;3.5;Trinitario
Michel Cluizel;Vila Gracinda;Sao Tome;135;2007;67%;France;3.5;Forastero
Michel Cluizel;Carre Amer;;24;2006;60%;France;2;
Michel Cluizel;Carre Grand Noir;;24;2006;85%;France;2;
Michel Cluizel;Tamarina;Sao Tome;24;2006;70%;France;3;Forastero
Michel Cluizel;Los Ancones P.;Dominican Republic;24;2006;67%;France;4;
Michel Cluizel;Mangaro P.;Madagascar;24;2006;65%;France;4;Trinitario
Michel Cluizel;Maralumi P.;Papua New Guinea;24;2006;64%;France;4;
Michel Cluizel;Noir Infini;;81;2006;99%;France;2;
Middlebury;Maya Mountain;Belize;1490;2015;80%;U.S.A.;3.5;Trinitario
Middlebury;San Juan Estate;Trinidad;1490;2015;70%;U.S.A.;3.5;Trinitario
Middlebury;Oko Caribe;Dominican Republic;1490;2015;75%;U.S.A.;3.75;
Middlebury;Patanemo, Epoch, Donaldo;Venezuela;1490;2015;75%;U.S.A.;3.75;
Middlebury;Kokoa Kamili;Tanzania;1538;2015;75%;U.S.A.;3.25;
Middlebury;Matagalpa, Cacao Bisiesto;Nicaragua;1538;2015;70%;U.S.A.;3.5;
Middlebury;La Red;Dominican Republic;1117;2013;75%;U.S.A.;2.5;
Middlebury;Belize;Belize;1117;2013;80%;U.S.A.;3.25;Trinitario
Middlebury;Houseblend;;887;2012;65%;U.S.A.;1.5;
Middlebury;Alto Beni;Bolivia;887;2012;75%;U.S.A.;2;Criollo
Middlebury;Balinese, Java;Indonesia;887;2012;70%;U.S.A.;2.5;Criollo
Millcreek Cacao Roasters;Ecuador;Ecuador;1073;2013;70%;U.S.A.;2.5;Forastero (Nacional)
Millcreek Cacao Roasters;Ecuador;Ecuador;825;2012;70%;U.S.A.;3.5;
Mindo;Ecuador;Ecuador;607;2010;67%;U.S.A.;2.75;
Mindo;Ecuador;Ecuador;607;2010;77%;U.S.A.;2.75;
Minimal;Acul-du-Nord, 2015;Haiti;1920;2016;70%;Japan;3.5;Criollo, Trinitario
Mission;Fazenda Camboa, Bahia;Brazil;1880;2016;75%;Brazil;3.75;
Mission;Bahia, Fazenda Venturosa;Brazil;1626;2015;70%;Brazil;3.5;Forastero (Parazinho)
Mita;Tumaco;Colombia;955;2012;65%;Colombia;2.5;
Moho;Toledo District, w/ nibs;Belize;1026;2013;73%;U.S.A.;3.25;Trinitario
Moho;Toledo District;Belize;1030;2013;72%;U.S.A.;3;Trinitario
Moho;Umoho R., Toledo District, San Felipe;Belize;607;2010;67%;U.S.A.;2.75;Trinitario
Molucca;La Red;Domincan Republic;1614;2015;70%;U.S.A.;3;
Molucca;Indonesia;Indonesia;1618;2015;70%;U.S.A.;2.75;
Molucca;Peru;Peru;1618;2015;70%;U.S.A.;3.25;
Momotombo;Matagalpa;Nicaragua;661;2011;70%;Nicaragua;2.75;
Momotombo;Mombacho;Nicaragua;661;2011;70%;Nicaragua;2.75;
Momotombo;Oscuro;Nicaragua;772;2011;70%;Nicaragua;3.25;
Monarque;Oko Caribe;Dominican Republic;1812;2016;72%;Canada;3.5;
Monsieur Truffe;Papaua New Guinea;Papua New Guinea;1391;2014;70%;Australia;3.25;
Montecristi;Manabi;Ecuador;1654;2015;70%;Ecuador;3.25;
Montecristi;Manabi;Ecuador;1654;2015;63%;Ecuador;3.5;
Montecristi;Manabi;Ecuador;1658;2015;85%;Ecuador;3.5;
Muchomas (Mesocacao);Nicaragua;Nicaragua;1462;2015;70%;U.S.A.;3.5;
Muchomas (Mesocacao);Nicaragua;Nicaragua;1462;2015;80%;U.S.A.;3.5;
Mutari;Kokoa Kamili, batch 1 SRB;Tanzania;1896;2016;68%;U.S.A.;2.75;
Mutari;Oko Caribe, batch 1 SRB;Domincan Republic;1896;2016;71%;U.S.A.;2.75;
Mutari;Ambanja, batch 1 SRB;Madagascar;1900;2016;68%;U.S.A.;2.75;
Mutari;Tien Giang, batch 1 SRB;Vietnam;1900;2016;80%;U.S.A.;3;Trinitario
Nahua;Costa Rica, Oscuro;Costa Rica;1049;2013;58%;Costa Rica;2.5;
Nahua;Costa Rica, Oscuro;Costa Rica;1049;2013;70%;Costa Rica;3;
Naive;Trinidad & Tobago;Trinidad, Tobago;1046;2013;70%;Lithuania;3.75;
Naive;Maranon Canyon, Fortunato No. 4;Peru;1133;2013;78%;Lithuania;3.75;Forastero (Nacional)
Naive;Grenada;Grenada;867;2012;71%;Lithuania;2.5;Trinitario
NaÔøΩve;Nicaragua;Nicaragua;1379;2014;70%;Lithuania;3.25;Criollo
NaÔøΩve;Chuao;Venezuela;1399;2014;75%;Lithuania;2.75;Trinitario
NaÔøΩve;Barinas;Venezuela;1399;2014;70%;Lithuania;3;
Nanea;Criollo Blend;Hawaii;1007;2013;85%;U.S.A.;3.5;
Nathan Miller;Peru;Peru;1403;2014;72%;U.S.A.;2.25;
Nathan Miller;Hispaniola;Dominican Republic;1403;2014;70%;U.S.A.;2.5;
Nathan Miller;Madagascar;Madagascar;1403;2014;73.5%;U.S.A.;2.5;Trinitario
Nathan Miller;Ghana;Ghana;1403;2014;70%;U.S.A.;3.5;Forastero
Neuhaus (Callebaut);Papua New Guinea;Papua New Guinea;531;2010;70%;Belgium;2.5;Criollo
Neuhaus (Callebaut);Manickchand Estate;Trinidad;230;2008;67%;Belgium;3.75;Trinitario
Neuhaus (Callebaut);Dark;;135;2007;73%;Belgium;1;
Neuhaus (Callebaut);West Africa;West Africa;15;2006;73%;Belgium;2;Forastero
Neuhaus (Callebaut);Sao Tome;Sao Tome;15;2006;75%;Belgium;2.75;Forastero
Neuhaus (Callebaut);Ocumare;Venezuela;24;2006;71%;Belgium;3;Criollo
Nibble;Patanemo;Venezuela;1526;2015;72%;U.S.A.;2.25;Criollo
Nibble;Elvesia P.;Dominican Republic;1526;2015;72%;U.S.A.;2.75;Trinitario
Nibble;Ambanja, Sambirano Valley;Madagascar;1526;2015;72%;U.S.A.;3;Trinitario
Nibble;Tumbes;Peru;1526;2015;72%;U.S.A.;3;Criollo
Night Owl;Peru;Peru;1022;2013;75%;U.S.A.;2.75;
Night Owl;Ecuador;Ecuador;1022;2013;75%;U.S.A.;3.5;
Noble Bean aka Jerjobo;Ghana;Ghana;1295;2014;75%;U.S.A.;3;Forastero
Noble Bean aka Jerjobo;Moho Valley;Belize;1299;2014;75%;U.S.A.;3;Trinitario
Noble Bean aka Jerjobo;Maranon Canyon;Peru;1299;2014;75%;U.S.A.;3.25;Forastero (Nacional)
Noir d' Ebine;Venezuela;Venezuela;837;2012;70%;U.S.A.;3;
Noir d' Ebine;Ecuador;Ecuador;841;2012;70%;U.S.A.;3;
Nova Monda;La Patriota, cacao Indio, purple label;Nicaragua;931;2012;70%;Nicaragua;3;
Nova Monda;La Dalia, Matagalpa,cacao Bisesto,green label;Nicaragua;935;2012;75%;Niacragua;2.75;
Nova Monda;Punta Galera, cacao Nacional, gold label;Ecuador;935;2012;80%;Nicaragua;3.25;Forastero (Nacional)
Nuance;Ghana, 2013;Ghana;1454;2015;70%;U.S.A.;3.75;Forastero
Nuance;Ecuador, 2013;Ecuador;1458;2015;70%;U.S.A.;2.75;Trinitario
Nuance;Canoabo, 2013;Venezuela;1458;2015;70%;U.S.A.;3;Criollo
Nuance;Sambirano Valley, 2012;Madagascar;1458;2015;70%;U.S.A.;3.5;Trinitario
Nuance;La Red;Dominican Republic;1470;2015;70%;U.S.A.;3.75;
Nugali;Fazenda Leolinda;Brazil;1876;2016;70%;Brazil;3.5;Trinitario (Scavina)
Oakland Chocolate Co.;Jamaica;Jamaica;478;2010;70%;U.S.A.;2.5;Trinitario
Obolo;Pangoa;Peru;1638;2015;70%;Chile;3.75;Criollo
Obolo;Pangoa, w/ nibs;Peru;1638;2015;70%;Chile;3.75;Criollo
Ocelot;Virunga;Congo;1558;2015;70%;Scotland;3.75;Forastero
Ocelot;Piura;Peru;1558;2015;75%;Scotland;4;Criollo
Ocho;Sang Yum Coop;Samoa;1760;2016;100%;New Zealand;2.75;
Ocho;Sang Yum Coop;Samoa;1760;2016;70%;New Zealand;3.5;
Ocho;PNG, Devotion;Papua New Guinea;1411;2014;66%;New Zealand;2.75;
Ocho;PNG, Revolution;Papua New Guinea;1411;2014;70%;New Zealand;3;
Ocho;PNG, Voodoo;Papua New Guinea;1411;2014;88%;New Zealand;3.25;
Ocho;PNG, Nib Bar;Papua New Guinea;1411;2014;74%;New Zealand;3.5;
Ohiyo;San Juan Estate, Gran Couva;Trinidad;1594;2015;70%;U.S.A.;2.75;Trinitario
Ohiyo;Tanzania;Tanzania;1598;2015;70%;U.S.A.;3;
Oialla by Bojessen (Malmo);Sylvestre, Oialla;Bolivia;761;2011;70%;Germany;3.5;Criollo
Olive and Sinclair;Dominican Republic prototype;Dominican Republic;486;2010;72%;U.S.A.;3;
Olive and Sinclair;Ghana prototype;Ghana;486;2010;72%;U.S.A.;3;Forastero
Olive and Sinclair;Dark 67;Ghana, Domin. Rep;457;2009;67%;U.S.A.;2.75;
Olive and Sinclair;Dark 75;Ghana, Domin. Rep;457;2009;75%;U.S.A.;3;
Olivia;Carribean-Raw;Carribean;688;2011;76%;Canada;2;
Olivia;Carribean;Carribean;688;2011;76%;Canada;2.75;
Olivia;Carribean;Carribean;688;2011;85%;Canada;2.75;
Olivia;Carribean-Raw;Carribean;688;2011;85%;Canada;3;
Omanhene;Ghana;Ghana;693;2011;80%;Ghana;2.75;Forastero
Omnom;Kakao Kamili, Kilombero Valley;Tanzania;1816;2016;70%;Iceland;3.75;Trinitario
Omnom;Papua New Guinea;Papua New Guinea;1247;2014;70%;Iceland;3;
Omnom;Madagascar;Madagascar;1247;2014;66%;Iceland;3.5;Trinitario
organicfair;Maya Mountain;Belize;1161;2013;74%;Canada;2.75;Trinitario
organicfair;La Red;Dominican Republic;1165;2013;72%;Canada;2.75;
organicfair;Nicaraqua;Nicaragua;1165;2013;72%;Canada;2.75;Trinitario
organicfair;Caribe;Dominican Republic;1165;2013;72%;Canada;3;
organicfair;Mindo;Ecuador;1165;2013;72%;Canada;3;Trinitario
Original Beans (Felchlin);Papua Kerafat;Papua New Guinea;1438;2014;68%;Switzerland;2.75;
Original Beans (Felchlin);Grand Cru Blend No.1, 5 yr. Anniversary Ed;;1442;2014;80%;Switzerland;3.25;Blend
Original Beans (Felchlin);Alto Beni, Wild Harvest, Itenez R. 24hr c.;Bolivia;733;2011;66%;Switzerland;3.75;
Original Beans (Felchlin);D.R. Congo, Cru Virunga;Congo;331;2009;70%;Switzerland;3;Forastero
Original Beans (Felchlin);"Piura, Apotequil, ""Porcelana"" 72hr c.";Peru;341;2009;75%;Switzerland;3;Criollo
Original Beans (Felchlin);Alto Beni, Wild Harvest, Itenez R., 60hr c.;Bolivia;341;2009;68%;Switzerland;3.25;
Original Hawaiin Chocolate Factory;Hawai'i, Kona Grand Cru E.;Hawaii;316;2009;60%;U.S.A.;3;Criollo
Original Hawaiin Chocolate Factory;Hawai'i, Kona Estate Grown;Hawaii;24;2006;60%;U.S.A.;3;
Orquidea;Peru;Peru;859;2012;65%;Peru;3;
Orquidea;Peru;Peru;859;2012;72%;Peru;3;
Pacari;Sierra Nevada, Tutu Iku;Colombia;1848;2016;70%;Ecuador;4;
Pacari;Garaua;Ecuador;1415;2014;70%;Ecuador;3.25;
Pacari;Cumbia;Ecuador;1415;2014;70%;Ecuador;3.5;
Pacari;Montubia;Ecuador;1415;2014;70%;Ecuador;3.75;
Pacari;Tangara;Ecuador;1415;2014;70%;Ecuador;4;
Pacari;Ecuador, raw;Ecuador;817;2012;85%;Ecuador;2.75;
Pacari;Piura;Peru;863;2012;70%;Ecuador;4;
Pacari;Nube- prototype;Ecuador;721;2011;70%;Ecuador;3.5;
Pacari;Esmeraldas;Ecuador;224;2008;60%;Ecuador;2.5;Forastero (Arriba)
Pacari;Manabi;Ecuador;224;2008;65%;Ecuador;2.75;Forastero (Arriba)
